departure,departure_state_1789_fr,destination_state_1789_fr,homeport,year,destination_ferme_direction,tonnage,flag,tonnage_class,destination_ferme_bureau,departure_ferme_bureau,departure_action,destination_action,homeport_state_1789_fr,destination,departure_ferme_direction
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Yarmouth,1789,,80,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Yarmouth,Lille
Dunkerque,France,,Leith,1789,,65,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Yarmouth,1789,,180,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Yarmouth,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,,Londres,1789,,250,British,[201-500],,Dunkerque,out,in,Grande-Bretagne,,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Cowes,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Harwich,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,125,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,180,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,160,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Yarmouth,1789,,105,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,80,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,130,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Newcastel,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Yarmouth,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,35,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,135,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Feversham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Guernesey,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,125,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Burnham,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Deal,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,150,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,180,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Folkstone,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Autriche,Nieuport,1789,,40,Austrian NL,[21-50],,Dunkerque,out,in,Autriche,Nieuport,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,135,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,125,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Provinces-Unies,Zierickzee,1789,,12,Dutch,[1-20],,Dunkerque,out,in,Provinces-Unies,Zierikzee,Lille
Dunkerque,France,Provinces-Unies,Zierickzee,1789,,12,Dutch,[1-20],,Dunkerque,out,in,Provinces-Unies,Zierikzee,Lille
Dunkerque,France,Provinces-Unies,Zierickzee,1789,,12,Dutch,[1-20],,Dunkerque,out,in,Provinces-Unies,Zierikzee,Lille
Dunkerque,France,Provinces-Unies,Zierickzee,1789,,12,Dutch,[1-20],,Dunkerque,out,in,Provinces-Unies,Zierikzee,Lille
Dunkerque,France,Provinces-Unies,Zeeryckzee,1789,,12,Dutch,[1-20],,Dunkerque,out,in,Provinces-Unies,Zierikzee,Lille
Dunkerque,France,Provinces-Unies,Terver,1789,,50,Dutch,[21-50],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Provinces-Unies,Terver,1789,,55,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Provinces-Unies,Terver,1789,,50,Dutch,[21-50],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Provinces-Unies,Flessingue,1789,,50,Dutch,[21-50],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Provinces-Unies,Terver,1789,,55,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Terver,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,125,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,80,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,180,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,125,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,140,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,180,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,145,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,110,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,230,British,[201-500],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,130,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,150,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,180,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
